,lnl,theta,nu0,e,T
params,-91.96253358673337,10664.325161465214,0.016349888263679807,18.233516907010824,0.169154113140843
std_gim,,727.9700927667719,0.0006950821359584021,2.209661773470181,0.005540714202511836
