,lnl,theta,T,nu1,nu2,m01,m10
params,-1272.5866382100317,1877.4217313747813,0.9988712301502972,3.373895977412284,0.6470031362070479,1.0755753565719512,0.22463528025044033
std_gim,,158.77353068304973,0.18798913532729955,0.1934428536362049,0.06680633192542576,0.08006932175950376,0.028754573990539083
