,lnl,theta,T,nu1,nu2,m01,m10
params,-2347.7321221420407,3280.550086737606,0.07156694483843538,992.0815000087033,0.0905258833962944,0.0,1.9692621678715
std_gim,,331.63815351167807,0.02651041352644434,466.6556221953687,0.017609258081671665,0.42074511273409565,0.6641473499229134
