,lnl,theta,T,nu1,nu2,m01,m10
params,-1357.7137055675473,1891.0383623858577,0.9733789869204996,3.226167545326128,0.7877563121855534,1.2503403775474102,0.0
std_gim,,158.99239079581838,0.1804724936216506,0.19274796198449834,0.0527578984430927,0.1995883511832017,0.1390377055673356
