,lnl,theta,T,nu11,nu12,s1,s2,nu21,nu22,m
params,-1855.1565813940879,3233.5504092406045,0.07156694483843538,657.2129078021403,0.004304001667507705,0.5743242194714413,0.0561231314866769,60.82093013669677,65.75054078924919,1.2926105114326767
std_gim,,132.24861038422955,0.008568578310936367,917.5126135289852,4.335809150895248e-05,0.008416552381381132,0.0012454780757231987,81.24402628292064,5.429812775020672,0.05014841829554944
