,lnl,theta,T,nu11,nu12,s1,s2,nu21,nu22,m01,m10
params,-1081.1148531505648,2028.7966048949015,0.9987556842621326,0.6079824323794432,0.3727333232817329,0.3537281845579233,0.8269556947569819,6.24908711007103,2.5046584696250846,1.1473569290073051,0.3105140961004433
std_gim,,126.44614738557405,0.0909925799255075,0.03180954189275796,0.06949651494991817,0.1894303454554627,0.23072184542037855,0.4605164463651831,0.5258390813251689,0.14776641903598028,0.10214436590515794
