,lnl,theta,T,nu11,nu12,s1,s2,nu21,nu22,m
params,-1875.2319210982628,2393.023587471843,0.31309670568898296,122.18752144019412,166.3363292651674,0.0535471130466299,0.10464753910394328,0.05034631172127754,0.002523726686049599,0.0
std_gim,,,,,,,,,,
