,lnl,theta,T,nu0,s,nu1
params,-81.40022598437722,5205.550911357293,0.169154113140843,0.0012969561449983,0.014276760622483498,350.9664119023302
std_gim,,424.2611703273587,0.00087257702445136,2.930614638203158e-05,0.0003205523524088641,26.820045275478115
