,lnl,theta,T,nu0,s,nu1
params,-81.6674751966961,18028.22206034565,0.0627192271729037,0.005056647700343799,0.2571937013820563,26.09033380999135
std_gim,,3062.6377376007117,0.004439864862899194,0.0008042737139535353,0.07363862317992464,8.135840148808704
